drug,prot,score
ZINC000030731219,Q27686,10124.6
ZINC000011616882,Q4QBL1,10124.74
ZINC000003816287,Q4QBL1,10124.74
ZINC000013759798,Q6TUJ5,10125.35
ZINC000013759799,Q6TUJ5,10125.35
ZINC000003872738,Q4QBL1,101251.87
ZINC000000004724,Q6TUJ5,10126.94
ZINC000034141652,Q4QHJ8,10128.98
ZINC000022065576,Q4QHJ8,10128.98
ZINC000000002005,Q6TUJ5,1012807.2
ZINC000038460704,O97193,10129.39
ZINC000095617641,Q27686,10129.39
ZINC000001612996,Q6TUJ5,1013.31
ZINC000095618674,Q6TUJ5,1013.82
ZINC000095618673,Q6TUJ5,1013.82
ZINC000095618676,Q27686,10130.26
ZINC000000001003,Q4QHJ8,10130.5
ZINC000000074836,P48499,101325.16
ZINC000000020259,P48499,101325.16
ZINC000002008866,Q4QBL1,10135.88
ZINC000003612845,Q4QBL1,101358.98
ZINC000000006556,Q4QBL1,101358.98
ZINC000000001316,Q6TUJ5,10136.17
ZINC000011617039,P48499,10136.4
ZINC000003977737,Q4QBL1,101367.44
ZINC000003830390,Q27686,10137.0
ZINC000003812869,Q27686,10137.0
ZINC000095618890,P48499,10137.21
ZINC000095618715,Q4QHJ8,10138.64
ZINC000095618714,Q4QHJ8,10138.64
ZINC000004311748,Q4QHJ8,10139.49
ZINC000006093464,Q6TUJ5,10139.64
ZINC000006093465,Q6TUJ5,10139.64
ZINC000000895536,O15826,1014.11
ZINC000001846165,Q4QHJ8,1014.2
ZINC000001542594,Q4QHJ8,1014.2
ZINC000000538152,Q27686,1014.3
ZINC000004576930,Q4QHJ8,1014.52
ZINC000013520637,Q4QHJ8,1014.52
ZINC000013520633,Q4QHJ8,1014.52
ZINC000004576931,Q4QHJ8,1014.52
ZINC000016951989,Q4QHJ8,1014.52
ZINC000071758443,Q4QHJ8,1014.52
ZINC000256057132,O15826,1014.85
ZINC000000000941,P48499,10140.29
ZINC000001530803,Q4QHJ8,101412.8
ZINC000000002191,Q4QHJ8,10142.18
ZINC000095618901,P48499,10142.72
ZINC000095618902,P48499,10142.72
ZINC000000009689,Q4QBL1,10144.7
ZINC000101723567,Q4QBL1,10144.7
ZINC000101489663,Q4QBL1,10144.7
ZINC000001530975,Q4QHJ8,101458.97
ZINC000085537068,Q27686,10149.62
ZINC000003977882,O97193,1015.11
ZINC000003871994,O97193,1015.11
ZINC000003977881,O97193,1015.11
ZINC000003871995,O97193,1015.11
ZINC000003830445,O97193,1015.22
ZINC000036190184,Q4QBL1,1015.32
ZINC000008437239,Q4QBL1,1015.32
ZINC000000002114,Q4QBL1,1015.76
ZINC000095618803,O97193,1015.81
ZINC000095618804,O97193,1015.81
ZINC000095618710,Q4QHJ8,10150.41
ZINC000095618711,Q4QHJ8,10150.41
ZINC000085537068,P48499,10150.48
ZINC000100004249,Q27686,10150.5
ZINC000001530244,Q4QHJ8,101506.32
ZINC000029319828,Q27686,10153.95
ZINC000021981222,Q27686,10154.12
ZINC000008099545,O97193,10154.89
ZINC000004095696,P48499,10155.92
ZINC000000001291,Q4QBL1,101559.16
ZINC000021981222,Q4QBL1,10156.05
ZINC000019632618,Q27686,10156.53
ZINC000000000226,Q4QBL1,101583.42
ZINC000019632618,Q4QBL1,10159.02
ZINC000095618589,Q4QBL1,10159.78
ZINC000001550477,Q4QBL1,10160.76
ZINC000001550477,Q4QHJ8,10162.41
ZINC000004098633,Q4QBL1,101637.42
ZINC000003812994,Q27686,10165.26
ZINC000000025958,Q4QHJ8,10165.76
ZINC000002388372,O97193,101666.16
ZINC000003869855,O97193,1017.39
ZINC000019144216,Q6TUJ5,1017.48
ZINC000003927870,O97193,1017.56
ZINC000028973446,Q4QBL1,10172.02
ZINC000028973441,Q4QBL1,10172.02
ZINC000003471216,Q6TUJ5,10172.35
ZINC000002583798,Q6TUJ5,10172.35
ZINC000003873296,Q27686,101722.26
ZINC000003873295,Q27686,101722.26
ZINC000000056653,P48499,10175.23
ZINC000000056652,P48499,10175.23
ZINC000000002137,O97193,10176.87
ZINC000100020220,O97193,10176.87
ZINC000004392649,Q27686,10176.93
ZINC000001481815,O97193,10177.59
ZINC000001531009,Q4QHJ8,10179.81
ZINC000003860151,O97193,101798.01
ZINC000003983907,O97193,101798.01
ZINC000256097227,Q4QBL1,1018.34
ZINC000256097213,Q4QBL1,1018.34
ZINC000256097222,Q4QBL1,1018.34
ZINC000256097218,Q4QBL1,1018.34
ZINC000003860188,Q27686,1018.57
ZINC000071773500,Q4QBL1,1018.74
ZINC000071773501,Q4QBL1,1018.74
ZINC000071773502,Q4QBL1,1018.74
ZINC000071773499,Q4QBL1,1018.74
ZINC000003830394,O15826,1018.79
ZINC000003977786,Q4QBL1,1018.92
ZINC000003977787,Q4QBL1,1018.92
ZINC000095619105,P48499,10181.15
ZINC000003778874,Q4QHJ8,10182.33
ZINC000000896628,Q6TUJ5,101835.97
ZINC000001690324,Q27686,10185.62
ZINC000000105246,P48499,101877.79
ZINC000001530974,Q4QBL1,10188.97
ZINC000001530973,Q4QBL1,10188.97
ZINC000005116499,Q4QHJ8,10189.09
ZINC000013282290,Q4QHJ8,10189.09
ZINC000100090728,Q4QBL1,1019.21
ZINC000100053320,Q4QBL1,1019.21
ZINC000051951647,Q4QBL1,1019.42
ZINC000022010649,Q4QBL1,1019.42
ZINC000001653612,Q27686,1019.66
ZINC000003984016,Q27686,1019.66
ZINC000003938746,O97193,1019.68
ZINC000017970372,Q4QBL1,101906.54
ZINC000003651680,Q6TUJ5,101911.24
ZINC000000968345,Q6TUJ5,101911.24
ZINC000100054019,Q27686,101932.73
ZINC000095618622,Q27686,10195.42
ZINC000095618621,Q27686,10195.42
ZINC000000156822,O15826,101950.97
ZINC000003806104,P48499,10196.3
ZINC000006067252,Q4QBL1,10197.67
ZINC000006067251,Q4QBL1,10197.67
ZINC000006032028,Q4QBL1,10197.67
ZINC000006032027,Q4QBL1,10197.67
ZINC000030731152,Q4QBL1,101976.78
ZINC000000005152,Q4QHJ8,10198.47
ZINC000003934128,Q27686,10198.98
ZINC000003875332,Q4QBL1,102.24
ZINC000003876136,Q4QBL1,102.24
ZINC000004213057,O97193,102.26
ZINC000033889315,O15826,102.33
ZINC000095618691,O15826,102.33
ZINC000095618689,O15826,102.33
ZINC000030691420,Q6TUJ5,102.33
ZINC000095618690,O15826,102.33
ZINC000003876023,O15826,102.36
ZINC000003939013,Q4QHJ8,102.4
ZINC000000000053,O97193,102.52
ZINC000000001632,O15826,102.57
ZINC000118912517,Q4QHJ8,102.63
ZINC000001842745,Q4QBL1,102.8
ZINC000001842744,Q4QBL1,102.8
ZINC000001842746,Q4QBL1,102.8
ZINC000000607726,Q4QBL1,102.8
ZINC000012503137,Q4QBL1,102.83
ZINC000003812988,Q4QBL1,102.83
ZINC000000097996,Q4QBL1,102.83
ZINC000100299039,Q4QBL1,102.83
ZINC000004521773,Q27686,1020.01
ZINC000003861538,Q27686,1020.01
ZINC000085534098,O97193,1020.3
ZINC000006019312,O15826,1020.31
ZINC000006019314,O15826,1020.31
ZINC000053045055,Q4QHJ8,1020.51
ZINC000053045054,Q4QHJ8,1020.51
ZINC000008214644,Q4QHJ8,10200.28
ZINC000000001132,Q6TUJ5,102008.64
ZINC000200297616,O15826,10201.2
ZINC000021981222,Q4QHJ8,10201.33
ZINC000095618675,Q4QHJ8,10202.12
ZINC000003978654,Q6TUJ5,10203.25
ZINC000002041282,Q4QHJ8,10203.46
ZINC000000000199,Q4QHJ8,10203.46
ZINC000019632618,Q4QHJ8,10203.62
ZINC000006091878,O15826,10205.06
ZINC000000897143,Q6TUJ5,102050.2
ZINC000095617641,P48499,10206.11
ZINC000000597588,Q27686,10207.69
ZINC000001842686,Q27686,10207.69
ZINC000001532510,Q6TUJ5,1020797.84
ZINC000003794622,Q27686,1021.3
ZINC000000603195,Q27686,1021.3
ZINC000095616601,P48499,1021.34
ZINC000005840786,O15826,1021.4
ZINC000030731335,O15826,1021.4
ZINC000002570845,O15826,1021.4
ZINC000030731330,O15826,1021.4
ZINC000169746603,Q27686,1021.68
ZINC000169987861,Q27686,1021.68
ZINC000197178353,Q27686,1021.68
ZINC000000508068,O15826,1021.71
ZINC000000000607,O15826,1021.71
ZINC000002384341,Q6TUJ5,10210.62
ZINC000038460704,P48499,10215.1
ZINC000003986735,Q6TUJ5,10215.97
ZINC000022593510,O15826,10216.01
ZINC000095618601,Q4QHJ8,10216.33
ZINC000013831791,Q4QBL1,10216.89
ZINC000000596881,Q4QBL1,10217.11
ZINC000000643055,Q4QBL1,10217.11
ZINC000000000633,Q27686,10218.71
ZINC000000403682,Q27686,10218.71
ZINC000001693386,Q4QHJ8,102181.6
ZINC000003918087,Q4QBL1,1022.06
ZINC000003938704,Q4QBL1,1022.06
ZINC000000056398,O15826,1022.13
ZINC000053683148,Q4QBL1,1022.46
ZINC000004097185,Q4QBL1,1022.46
ZINC000003920673,Q4QHJ8,1022.75
ZINC000049643479,P48499,1022.89
ZINC000256015224,Q27686,10220.26
ZINC000256015222,Q27686,10220.26
ZINC000256015225,Q27686,10220.26
ZINC000256015223,Q27686,10220.26
ZINC000003875980,P48499,10221.15
ZINC000000020231,O15826,10222.13
ZINC000011680943,Q4QHJ8,102229.63
ZINC000000597588,Q4QBL1,10223.47
ZINC000001842686,Q4QBL1,10223.47
ZINC000100051350,Q27686,102260.62
ZINC000005134248,Q27686,102260.62
ZINC000100006441,O15826,10229.13
ZINC000003830946,Q4QHJ8,1023.08
ZINC000085540215,Q4QHJ8,1023.08
ZINC000085540219,Q4QHJ8,1023.08
ZINC000150339323,Q4QHJ8,1023.08
ZINC000085540223,Q4QHJ8,1023.08
ZINC000008214418,Q4QHJ8,1023.08
ZINC000003830944,Q4QHJ8,1023.08
ZINC000003830943,Q4QHJ8,1023.08
ZINC000008035377,Q4QHJ8,1023.08
ZINC000003830945,Q4QHJ8,1023.08
ZINC000004217466,Q4QBL1,1023.15
ZINC000205224698,Q27686,1023.24
ZINC000040165257,Q6TUJ5,1023.26
ZINC000040165256,Q6TUJ5,1023.26
ZINC000003831354,O97193,1023.38
ZINC000000000654,O97193,1023.38
ZINC000095618675,P48499,10230.0
ZINC000299808959,P48499,10232.63
ZINC000013517187,Q4QHJ8,102335.98
ZINC000003929022,Q4QBL1,10234.35
ZINC000000006923,P48499,10236.79
ZINC000003996032,P48499,10236.79
ZINC000000002191,Q27686,10237.43
ZINC000005360194,Q4QBL1,1023881.31
ZINC000022200090,Q6TUJ5,10239.29
ZINC000003830261,Q6TUJ5,1024.09
ZINC000004097284,Q6TUJ5,1024.09
ZINC000000004028,Q27686,1024.31
ZINC000000005151,Q27686,1024.31
ZINC000095618634,Q27686,1024.93
ZINC000013540864,Q27686,1024.93
ZINC000026011099,Q27686,1024.93
ZINC000043450326,Q27686,1024.93
ZINC000043450324,Q27686,1024.93
ZINC000095618636,Q27686,1024.93
ZINC000004658606,O97193,102408.09
ZINC000000000469,O97193,10241.1
ZINC000000002273,O97193,10241.1
ZINC000038460704,Q6TUJ5,10241.24
ZINC000000537874,P48499,10241.56
ZINC000003991624,Q6TUJ5,10242.14
ZINC000018153302,Q4QBL1,10242.84
ZINC000095617677,Q27686,10243.81
ZINC000000895302,P48499,102463.59
ZINC000034108591,Q27686,10247.55
ZINC000006032028,Q27686,10247.71
ZINC000006067252,Q27686,10247.71
ZINC000006067251,Q27686,10247.71
ZINC000006032027,Q27686,10247.71
ZINC000000113446,Q27686,10248.91
ZINC000003816287,Q6TUJ5,10249.41
ZINC000011616882,Q6TUJ5,10249.41
ZINC000003872687,Q4QHJ8,10249.48
ZINC000000607910,Q4QHJ8,10249.48
ZINC000003831165,Q6TUJ5,1025.07
ZINC000003812974,Q6TUJ5,1025.07
ZINC000004095934,Q4QBL1,1025.3
ZINC000000000017,Q4QBL1,1025.3
ZINC000261494609,Q4QBL1,1025.35
ZINC000001530348,O97193,1025.63
ZINC000096286563,Q4QHJ8,1025.92
ZINC000085540254,Q4QHJ8,1025.92
ZINC000001529776,Q6TUJ5,10255.19
ZINC000022059617,Q4QHJ8,10258.21
ZINC000001535903,P48499,10258.67
ZINC000001542146,Q6TUJ5,1026.13
ZINC000000020236,Q4QBL1,1026.75
ZINC000000057521,Q4QBL1,1026.75
ZINC000001532734,Q6TUJ5,1026100.59
ZINC000000001930,Q27686,102616.03
ZINC000004228232,Q27686,10264.06
ZINC000000001651,P48499,10265.72
ZINC000003831070,P48499,10268.86
ZINC000053683345,Q6TUJ5,10269.84
ZINC000100014947,Q6TUJ5,1027.18
ZINC000100014940,Q6TUJ5,1027.18
ZINC000100014943,Q6TUJ5,1027.18
ZINC000100014950,Q6TUJ5,1027.18
ZINC000004284473,O97193,1027.68
ZINC000003995616,Q4QBL1,1027.73
ZINC000100053871,P48499,1027.88
ZINC000100053876,P48499,1027.88
ZINC000095618604,P48499,1027.88
ZINC000095618605,P48499,1027.88
ZINC000261494654,P48499,1027.88
ZINC000261494655,P48499,1027.88
ZINC000005851063,O15826,1027.97
ZINC000000000199,Q27686,10272.28
ZINC000002041282,Q27686,10272.28
ZINC000000896628,O97193,10272.41
ZINC000261494576,Q27686,10273.03
ZINC000095618679,Q27686,10273.03
ZINC000095618680,Q27686,10273.03
ZINC000261494575,Q27686,10273.03
ZINC000100054171,Q27686,10273.03
ZINC000100054168,Q27686,10273.03
ZINC000003960338,Q4QBL1,10275.68
ZINC000000000853,P48499,102768.41
ZINC000000005878,Q4QHJ8,102779.19
ZINC000000404287,Q4QBL1,102783.54
ZINC000030726399,Q27686,1028.33
ZINC000100053366,Q4QHJ8,1028.36
ZINC000000402954,Q27686,1028.49
ZINC000066166864,Q27686,1028.52
ZINC000013449465,Q6TUJ5,1028.7
ZINC000013449462,Q6TUJ5,1028.7
ZINC000000896484,O15826,10280.33
ZINC000000009689,Q4QHJ8,10282.74
ZINC000101723567,Q4QHJ8,10282.74
ZINC000101489663,Q4QHJ8,10282.74
ZINC000001187543,Q27686,102835.63
ZINC000019907652,Q6TUJ5,10284.38
ZINC000261494649,Q6TUJ5,10288.49
ZINC000261494648,Q6TUJ5,10288.49
ZINC000150338908,Q6TUJ5,10288.49
ZINC000150338912,Q6TUJ5,10288.49
ZINC000410428646,Q4QBL1,1029.37
ZINC000410428645,Q4QBL1,1029.37
ZINC000013444037,Q6TUJ5,1029.71
ZINC000029319828,Q4QBL1,10291.15
ZINC000000113355,O15826,10293.99
ZINC000000105196,Q4QBL1,1029554.4
ZINC000000001927,Q4QBL1,1029554.4
ZINC000006827695,Q27686,102977.88
ZINC000084386263,Q6TUJ5,10298.69
ZINC000000001916,P48499,102991.39
ZINC000256097218,O97193,103.0
ZINC000256097222,O97193,103.0
ZINC000256097227,O97193,103.0
ZINC000256097213,O97193,103.0
ZINC000004097406,O97193,103.09
ZINC000003873157,Q4QBL1,103.22
ZINC000003873156,Q4QBL1,103.22
ZINC000003875039,Q4QBL1,103.36
ZINC000095618792,Q4QBL1,103.41
ZINC000059719687,Q4QBL1,103.41
ZINC000003932191,Q4QBL1,103.41
ZINC000012503102,O97193,103.41
ZINC000095618793,Q4QBL1,103.41
ZINC000000538198,O15826,103.42
ZINC000095618647,O15826,103.44
ZINC000004099104,Q4QHJ8,103.47
ZINC000100031739,Q27686,103.47
ZINC000021981254,Q6TUJ5,103.52
ZINC000021981252,Q6TUJ5,103.52
ZINC000095618655,P48499,103.57
ZINC000095618656,P48499,103.57
ZINC000033359785,O97193,103.59
ZINC000095618753,Q4QHJ8,103.74
ZINC000095618752,Q4QHJ8,103.74
ZINC000001593302,O97193,103.78
ZINC000000000268,O97193,103.78
ZINC000002510358,Q4QBL1,103.78
ZINC000036268680,O15826,103.81
ZINC000001851149,O15826,103.89
ZINC000000119403,Q27686,103.89
ZINC000100003913,O97193,1030.06
ZINC000199517773,Q4QBL1,1030.23
ZINC000002015981,Q4QBL1,1030.23
ZINC000003875273,Q4QBL1,1030.37
ZINC000006117175,Q4QHJ8,10300.49
ZINC000000136138,Q4QBL1,10300.85
ZINC000003830932,P48499,103007.73
ZINC000003830931,P48499,103007.73
ZINC000003798247,Q6TUJ5,10301.32
ZINC000038460704,Q4QBL1,10301.4
ZINC000261494558,P48499,10301.84
ZINC000261494556,P48499,10301.84
ZINC000261494555,P48499,10301.84
ZINC000261494557,P48499,10301.84
ZINC000095618770,P48499,10301.84
ZINC000095618771,P48499,10301.84
ZINC000000013245,Q4QBL1,10301.96
ZINC000003874715,Q4QBL1,10302.37
ZINC000003861806,Q4QBL1,10302.37
ZINC000000897322,P48499,103020.91
ZINC000000000471,P48499,103020.91
ZINC000003830417,Q6TUJ5,10305.48
ZINC000000643138,Q6TUJ5,103069.62
ZINC000000643153,Q6TUJ5,103069.62
ZINC000000643143,Q6TUJ5,103069.62
ZINC000003872994,Q6TUJ5,103069.62
ZINC000000597588,Q4QHJ8,10308.75
ZINC000001842686,Q4QHJ8,10308.75
ZINC000095617674,Q6TUJ5,10309.85
ZINC000003927198,Q4QHJ8,1031.15
ZINC000019632917,Q4QBL1,1031.38
ZINC000000002647,Q4QHJ8,1031.48
ZINC000000113398,Q4QHJ8,1031.48
ZINC000013559434,O15826,1031.67
ZINC000100053987,Q4QBL1,1031.85
ZINC000261494634,Q4QBL1,1031.85
ZINC000100053985,Q4QBL1,1031.85
ZINC000100053979,Q4QBL1,1031.85
ZINC000100053983,Q4QBL1,1031.85
ZINC000261494635,Q4QBL1,1031.85
ZINC000038460704,Q27686,10310.07
ZINC000000895969,Q6TUJ5,103100.01
ZINC000003645145,Q4QBL1,10312.67
ZINC000004214779,P48499,10313.09
ZINC000018117797,Q4QBL1,10313.23
ZINC000029319828,Q4QHJ8,10315.0
ZINC000003817152,P48499,10315.32
ZINC000000607910,Q27686,10315.82
ZINC000003872687,Q27686,10315.82
ZINC000000001587,Q6TUJ5,103166.08
ZINC000038460704,Q4QHJ8,10317.94
ZINC000000607934,Q4QHJ8,10318.43
ZINC000003872945,Q4QHJ8,10318.43
ZINC000000083315,Q4QHJ8,10319.37
ZINC000000057520,Q27686,1032.47
ZINC000000057519,Q27686,1032.47
ZINC000028957444,Q27686,1032.66
ZINC000001554588,O97193,1032.94
ZINC000002570884,Q4QBL1,10320.05
ZINC000012494159,O97193,10320.07
ZINC000012494166,O97193,10320.07
ZINC000000021620,Q27686,10321.38
ZINC000001554197,Q6TUJ5,10324.47
ZINC000000125031,Q6TUJ5,10328.76
ZINC000001544805,P48499,10328.87
ZINC000000001217,Q4QBL1,10328.91
ZINC000000402766,Q4QBL1,10328.91
ZINC000013449409,Q6TUJ5,1033.15
ZINC000013449412,Q6TUJ5,1033.15
ZINC000001532526,O15826,1033.59
ZINC000001532530,O15826,1033.6
ZINC000001532678,O15826,1033.6
ZINC000000001275,Q27686,1033.61
ZINC000003913937,Q27686,1033.82
ZINC000003977803,Q27686,1033.84
ZINC000004098512,Q27686,1033.84
ZINC000012410091,O97193,1033.94
ZINC000000896998,O15826,10331.2
ZINC000000000276,O15826,10331.2
ZINC000043206271,Q27686,10332.08
ZINC000001693280,Q27686,10333.7
ZINC000000120181,P48499,103334.31
ZINC000000120186,P48499,103334.31
ZINC000005967123,Q4QBL1,10334.51
ZINC000000000136,P48499,103349.12
ZINC000000897317,P48499,103349.12
ZINC000000001874,P48499,1033509.92
ZINC000036268680,P48499,10336.18
ZINC000022454221,Q6TUJ5,10336.63
ZINC000003875273,P48499,10338.24
ZINC000002539702,O97193,103391.97
ZINC000003812925,Q4QHJ8,1034.39
ZINC000013907153,Q4QHJ8,1034.39
ZINC000003831128,Q4QBL1,1034.39
ZINC000004228232,P48499,10341.83
ZINC000000006310,O15826,10341.93
ZINC000003833824,O97193,10342.34
ZINC000000000733,Q6TUJ5,103439.2
ZINC000000403588,Q6TUJ5,103439.2
ZINC000003813003,P48499,10344.28
ZINC000000020246,O97193,10345.19
ZINC000000058117,Q4QBL1,103484.81
ZINC000000056402,Q6TUJ5,103489.98
ZINC000000056399,Q6TUJ5,103489.98
ZINC000000056400,Q6TUJ5,103489.98
ZINC000000056401,Q6TUJ5,103489.98
ZINC000003137600,Q4QBL1,10349.51
ZINC000003812983,Q27686,1035.02
ZINC000014879972,Q4QBL1,1035.31
ZINC000012494987,Q4QBL1,1035.69
ZINC000005140888,Q4QBL1,1035.69
ZINC000000002188,Q4QHJ8,10351.51
ZINC000000895040,P48499,103516.91
ZINC000033650255,Q4QHJ8,10352.28
ZINC000033650254,Q4QHJ8,10352.28
ZINC000008437287,O97193,10352.86
ZINC000003792417,Q6TUJ5,103540.21
ZINC000065748340,Q6TUJ5,10356.15
ZINC000065748339,Q6TUJ5,10356.15
ZINC000004098264,Q27686,1036.51
ZINC000066322943,Q4QBL1,1036.69
ZINC000066322939,Q4QBL1,1036.69
ZINC000011677911,Q4QBL1,1036.73
ZINC000001530647,Q4QHJ8,1036.85
ZINC000004097338,Q4QHJ8,1036.85
ZINC000000001718,Q4QBL1,10361.52
ZINC000003977882,Q6TUJ5,10361.55
ZINC000003977881,Q6TUJ5,10361.55
ZINC000003871994,Q6TUJ5,10361.55
ZINC000003871995,Q6TUJ5,10361.55
ZINC000000608359,P48499,10361.99
ZINC000095617672,P48499,10362.63
ZINC000003824065,O97193,10365.51
ZINC000005191096,O97193,10365.51
ZINC000000113415,Q4QHJ8,10368.41
ZINC000000014007,Q4QHJ8,10368.41
ZINC000000003837,P48499,103682.47
ZINC000000051581,Q6TUJ5,103693.35
ZINC000000608106,O15826,1037.2
ZINC000003831552,O15826,1037.2
ZINC000000001267,Q4QBL1,1037.41
ZINC000002522648,Q4QBL1,1037.41
ZINC000000896711,Q4QBL1,1037.41
ZINC000000896709,Q4QBL1,1037.41
ZINC000000057537,P48499,10370.1
ZINC000002034516,O15826,10377.02
ZINC000011616882,Q27686,10377.06
ZINC000003816287,Q27686,10377.06
ZINC000018847040,Q4QHJ8,10379.06
ZINC000018847041,Q4QHJ8,10379.06
ZINC000003780893,Q6TUJ5,1038.52
ZINC000095618876,Q4QBL1,1038.67
ZINC000000901351,O15826,1038.88
ZINC000012502867,Q6TUJ5,10380.46
ZINC000000113382,Q6TUJ5,10380.69
ZINC000000113389,Q6TUJ5,10380.69
ZINC000000113378,Q6TUJ5,10380.69
ZINC000000113386,Q6TUJ5,10380.69
ZINC000005760560,Q4QBL1,103819.28
ZINC000005760499,Q4QBL1,103819.28
ZINC000000000589,O15826,10382.05
ZINC000006037092,O15826,10382.05
ZINC000000136138,Q4QHJ8,10389.76
ZINC000084757007,Q4QHJ8,10389.84
ZINC000003860369,P48499,10392.37
ZINC000000896887,Q4QHJ8,10395.15
ZINC000100030631,Q4QHJ8,10395.15
ZINC000001769275,O15826,10395.15
ZINC000005783661,Q4QHJ8,103955.65
ZINC000002516268,Q6TUJ5,10396.0
ZINC000008674155,Q6TUJ5,10396.0
ZINC000001530762,Q4QBL1,10396.09
ZINC000000968256,Q4QBL1,10396.71
ZINC000003927870,Q4QBL1,10396.95
ZINC000001693431,O97193,10397.36
ZINC000003935481,Q4QBL1,103982.25
ZINC000005650754,Q4QBL1,103982.25
ZINC000000538471,Q4QHJ8,10399.94
ZINC000150601177,Q6TUJ5,103991.32
ZINC000000001098,O97193,104.0
ZINC000033650458,P48499,104.01
ZINC000003794794,O15826,104.03
ZINC000002015981,O15826,104.06
ZINC000100371951,Q4QHJ8,104.15
ZINC000001530934,O15826,104.17
ZINC000001842775,O97193,104.18
ZINC000000002748,O97193,104.18
ZINC000261494558,O15826,104.21
ZINC000261494556,O15826,104.21
ZINC000095618771,O15826,104.21
ZINC000095618770,O15826,104.21
ZINC000261494555,O15826,104.21
ZINC000261494557,O15826,104.21
ZINC000150369722,Q4QBL1,104.21
ZINC000150339603,Q4QBL1,104.21
ZINC000008214692,Q4QHJ8,104.22
ZINC000239165120,Q4QHJ8,104.22
ZINC000239165118,Q4QHJ8,104.22
ZINC000239165117,Q4QHJ8,104.22
ZINC000239165119,Q4QHJ8,104.22
ZINC000030726399,O97193,104.34
ZINC000239173596,Q27686,104.54
ZINC000011525121,Q27686,104.54
ZINC000084441937,Q27686,104.54
ZINC000004059755,Q27686,104.54
ZINC000011726211,O97193,104.54
ZINC000000001750,O97193,104.57
ZINC000000001728,O15826,104.74
ZINC000100051242,Q27686,104.77
ZINC000001996117,O15826,104.81
ZINC000100371992,P48499,104.83
ZINC000100016084,P48499,104.83
ZINC000100018594,P48499,104.83
ZINC000012503068,P48499,104.83
ZINC000100018598,P48499,104.83
ZINC000004214799,Q4QHJ8,104.88
ZINC000012503317,Q4QHJ8,104.88
ZINC000101104601,Q4QHJ8,104.88
ZINC000013704173,Q4QHJ8,104.88
ZINC000000608179,Q27686,1040.08
ZINC000013916432,P48499,1040.37
ZINC000004824235,P48499,1040.37
ZINC000002519740,Q27686,1040.6
ZINC000001565262,Q4QBL1,1040.6
ZINC000003975663,O15826,1040.72
ZINC000033994719,P48499,10400.04
ZINC000096077887,P48499,10400.04
ZINC000003785276,P48499,10401.34
ZINC000029415842,Q4QBL1,10402.08
ZINC000000006923,Q4QHJ8,10404.84
ZINC000003996032,Q4QHJ8,10404.84
ZINC000008143614,O97193,10406.28
ZINC000002539827,P48499,10408.88
ZINC000018059633,P48499,10408.88
ZINC000013585233,P48499,10408.88
ZINC000004228257,P48499,10408.88
ZINC000000895154,P48499,10408.88
ZINC000004228258,P48499,10408.88
ZINC000022016981,Q27686,104083.22
ZINC000022016976,Q27686,104083.22
ZINC000169946773,Q4QHJ8,1041.18
ZINC000261494713,Q4QHJ8,1041.39
ZINC000096006016,Q4QHJ8,1041.39
ZINC000096061888,Q4QHJ8,1041.39
ZINC000150485244,Q27686,1041.88
ZINC000000001982,Q27686,10411.9
ZINC000019144231,Q4QBL1,10413.05
ZINC000019144226,Q4QBL1,10413.05
ZINC000261494637,Q4QHJ8,104149.75
ZINC000095618588,Q4QHJ8,104149.75
ZINC000100053680,Q4QHJ8,104149.75
ZINC000095618587,Q4QHJ8,104149.75
ZINC000261494636,Q4QHJ8,104149.75
ZINC000100053678,Q4QHJ8,104149.75
ZINC000000601252,Q6TUJ5,10415.66
ZINC000014952767,Q4QHJ8,1042.0
ZINC000008214658,O97193,1042.39
ZINC000003938751,Q4QHJ8,1042.84
ZINC000004097286,Q4QHJ8,1042.84
ZINC000077312930,O97193,1042.87
ZINC000004428527,Q6TUJ5,104201.51
ZINC000002012726,P48499,10421.37
ZINC000000601291,P48499,10421.37
ZINC000038601097,Q4QBL1,10423.11
ZINC000000000095,Q4QHJ8,10425.83
ZINC000001668588,Q4QHJ8,10425.83
ZINC000001999544,Q4QHJ8,10425.9
ZINC000001542924,Q4QHJ8,10425.9
ZINC000000621828,Q4QHJ8,104255.69
ZINC000000621833,Q4QHJ8,104255.69
ZINC000021983537,Q6TUJ5,10426.15
ZINC000019632891,Q6TUJ5,10426.15
ZINC000000083831,P48499,10428.49
ZINC000003993855,O15826,1043.52
ZINC000000600803,Q6TUJ5,1043.69
ZINC000022001712,Q6TUJ5,1043.69
ZINC000013478606,Q4QHJ8,1043.85
ZINC000003860869,Q4QHJ8,10431.78
ZINC000000001850,Q4QBL1,10432.34
ZINC000100053758,Q4QBL1,104320.79
ZINC000003781952,Q27686,10435.11
ZINC000013514109,Q6TUJ5,10437.02
ZINC000029415842,Q4QHJ8,10439.21
ZINC000002020233,Q27686,10441.0
ZINC000000001728,P48499,10441.44
ZINC000033903112,O15826,10444.32
ZINC000261494630,P48499,10444.34
ZINC000261494628,P48499,10444.34
ZINC000261494629,P48499,10444.34
ZINC000261494627,P48499,10444.34
ZINC000003831051,Q27686,10444.62
ZINC000003831050,Q27686,10444.62
ZINC000003812863,Q4QHJ8,10445.25
ZINC000000004285,P48499,104451.85
ZINC000000001683,Q4QBL1,104468.48
